id_contratante,data_hora_analise,total_de_skus,total_sku_com_historico_>_1_ano,percent_sku_com_historico_>_1_ano,total_sku_com_historico_<_1_ano,percent_sku_com_historico_<_1_ano,total_sku_com_estoque_zero,percent_sku_com_estoque_zero,total_sku_com_estoque_positivo,percent_sku_com_estoque_positivo,custo_total_estoque_positivo,total_sku_com_estoque_negativo,percent_sku_com_estoque_negativo,custo_total_estoque_negativo,total_sku_inativo_(estoque_>_0),percent_sku_inativo_(estoque_>_0),custo_total_inativo_(estoque_>_0),total_sku_inativo_(estoque_<=_0),percent_sku_inativo_(estoque_<=_0),total_sku_ativo_(estoque_>_0),percent_sku_ativo_(estoque_>_0),custo_total_ativo_(estoque_>_0),total_sku_ativo_(estoque_<=_0),percent_sku_ativo_(estoque_<=_0),total_sku_nao_comercializado_(estoque_>_0),percent_sku_nao_comercializado_(estoque_>_0),custo_total_nao_comercializado_(estoque_>_0),total_sku_nao_comercializado_(estoque_<=_0),percent_sku_nao_comercializado_(estoque_<=_0),total_sku_verificados,total_sku_consistentes,percent_sku_consistentes,total_sku_inconsistentes,percent_sku_inconsistentes,total_sku_grupo_a,total_sku_grupo_b,total_sku_grupo_c,percent_sku_grupo_a,percent_sku_grupo_b,percent_sku_grupo_c,total_venda_grupo_a,total_venda_grupo_b,total_venda_grupo_c,percent_venda_grupo_a,percent_venda_grupo_b,percent_venda_grupo_c,cobertura_em_dias_grupo_a,cobertura_em_dias_grupo_b,cobertura_em_dias_grupo_c
1,2025-05-20T09:00:00,10000,3725.20019272087,37.25,6274.799807279131,62.75,5810.2536800830985,58.1,4189.7463199169015,41.9,415709.3947204042,490.3053558927437,4.9,99781.06040391476,1970.383657325918,19.7,165279.0991041605,2847.7616874712157,28.48,2219.0,22.19,164275.5271137809,910.1655522241246,9.1,1396.6040482938176,13.97,143989.82525176444,1086.36091944556,10.86,10000.0,9176.454214083127,91.76,823.5457859168728,8.24,1078.1850421995598,2951.6340335045347,5970.180924295904,10.78,29.52,59.7,429387.2260610665,277553.5076965557,89456.18532207959,53.92,34.85,11.23,287.38537608099193,212.1192495812745,233.98480556678555
1,2025-05-21T09:00:00,10000,3756.878376106595,37.57,6243.121623893405,62.43,5713.92550842033,57.14,4286.07449157967,42.86,405236.3935387639,493.873964006495,4.94,97176.1861896692,1988.0014621168648,19.88,154321.54437924494,2760.6366220246114,27.61,2298.0,22.98,163016.9548683981,898.389735647896,8.98,1398.5196404370693,13.99,142079.9848631544,1085.3571928080771,10.85,10000.0,9158.689183740722,91.59,841.310816259278,8.41,1088.3570686781402,2968.98171025166,5942.6612210702,10.88,29.69,59.43,435025.63697222015,273220.67350765143,88287.0842339059,54.61,34.3,11.08,295.8689196086235,214.2268953589097,234.5261135829409
1,2025-05-22T09:00:00,10000,3826.390613843107,38.26,6173.609386156893,61.74,5646.573856663183,56.47,4353.426143336817,43.53,390047.4859357995,492.5535547025895,4.93,94805.40227538306,2049.510569463745,20.5,156059.62573844256,2792.7686457907153,27.93,2303.0,23.03,158506.0360168322,878.052919990759,8.78,1409.0421746036136,14.09,139774.41004155108,1092.2071228648051,10.92,10000.0,9159.844478062498,91.6,840.1555219375023,8.4,1074.999526291055,2945.855127546387,5979.145346162559,10.75,29.46,59.79,422815.4183412395,269955.5860825428,89111.5594836532,54.08,34.53,11.4,295.62502152951004,211.26770421773963,231.9804177265356
1,2025-05-23T09:00:00,10000,3840.011414376042,38.4,6159.988585623958,61.6,5705.867437437364,57.06,4294.132562562636,42.94,399476.6286376893,494.1018545637983,4.94,93836.1757587444,2097.968185003672,20.98,152097.82516090138,2789.5694111754347,27.9,2196.0,21.96,160117.1342679706,868.1137382537946,8.68,1412.4359343941044,14.12,137501.11067317676,1106.7424664848556,11.07,10000.0,9150.34092504844,91.5,849.6590749515599,8.5,1070.2960882308455,2965.82276678548,5963.881144983675,10.7,29.66,59.64,424371.0497639359,269482.0726323718,89978.82971544444,54.14,34.38,11.48,299.1295834657967,219.0453876340411,241.10906432357237
1,2025-05-24T09:00:00,10000,3832.9228477468782,38.33,6167.077152253121,61.67,5656.121415675133,56.56,4343.878584324867,43.44,424093.1193608446,502.2295158907405,5.02,96695.1024943772,2084.5254970333626,20.85,152547.1556566149,2812.6524189034485,28.13,2259.0,22.59,151806.14591632865,879.3247876698853,8.79,1401.8006386757395,14.02,142889.63946381732,1112.6576002865374,11.13,10000.0,9159.421120637517,91.59,840.5788793624852,8.41,1078.7144370796966,2960.673068496673,5960.612494423631,10.79,29.61,59.61,422796.89207079617,271734.5634820011,88946.4745574449,53.96,34.68,11.35,309.3620955503354,221.197283352605,245.74648320317456
1,2025-05-25T09:00:00,10000,3845.6397382295418,38.46,6154.360261770458,61.54,5795.967819909704,57.96,4204.032180090296,42.04,410035.30249688384,485.2513463587877,4.85,101350.26151514372,2110.0358274497803,21.1,152169.1919366068,2843.3459912911653,28.43,2093.0,20.93,149556.45004325177,875.2495017737493,8.75,1368.5687572748946,13.69,141241.58624149597,1111.9021000990704,11.12,10000.0,9171.59370925824,91.72,828.406290741761,8.28,1088.8680091650176,2930.587648939282,5980.5443418957,10.89,29.31,59.81,418502.811765636,272838.0264501909,85344.15893960338,53.88,35.13,10.99,311.19033642791726,221.5570155444778,245.9873084171844
1,2025-05-26T09:00:00,10000,3830.454368921876,38.3,6169.545631078124,61.7,5924.509985679302,59.25,4075.490014320698,40.75,431030.1680962259,491.81447082813065,4.92,101620.61077841072,2081.515224423469,20.82,146099.7695075167,2893.179705799743,28.93,1993.0,19.93,146899.3375258423,880.6671897405204,8.81,1403.233255619944,14.03,140239.21573909477,1103.904648948989,11.04,10000.0,9156.129692165336,91.56,843.8703078346625,8.44,1094.8055019399665,2911.028905950475,5994.165592109558,10.95,29.11,59.94,426103.96709459875,273861.6141808017,83909.37204297175,54.36,34.94,10.7,301.93613657341194,231.0808524116098,251.4437980831051
1,2025-05-27T09:00:00,10000,3881.7269589047846,38.82,6118.273041095215,61.18,5908.230850761476,59.08,4091.769149238524,40.92,452696.19876226486,478.0260205528849,4.78,101980.348795928,2134.1341125548793,21.34,147534.54091208018,2920.5388280025495,29.21,1957.0,19.57,149874.808926965,888.5035596142095,8.89,1402.9669406522985,14.03,135849.94877591298,1104.763193663791,11.05,10000.0,9153.785644609376,91.54,846.2143553906226,8.46,1098.3973848582696,2899.7916077465597,6001.81100739517,10.98,29.0,60.02,427522.8971775139,276212.0334383951,83923.76129276487,54.28,35.07,10.65,300.17063936459925,236.81334154348392,253.4549058399212
1,2025-05-28T09:00:00,10000,3842.836727834016,38.43,6157.163272165984,61.57,6082.641684981332,60.83,3917.358315018668,39.17,445812.2531321938,468.87084074553934,4.69,98568.16491889184,2098.544251504624,20.99,151212.45106900297,2879.450885168776,28.79,1818.0,18.18,148505.08984593712,873.1827509543725,8.73,1383.0476094678852,13.83,136175.97262340892,1096.8093802040478,10.97,10000.0,9166.399355131964,91.66,833.6006448680364,8.34,1100.948813099414,2918.0475536530685,5981.003633247517,11.01,29.18,59.81,422176.1678200669,278766.08902395924,84271.59949085482,53.77,35.5,10.73,303.31133447074194,232.01548140206964,255.7660728368703
1,2025-05-29T09:00:00,10000,3837.7665292881097,38.38,6162.23347071189,61.62,5916.192301855348,59.16,4083.807698144652,40.84,450325.00721236184,458.2640848760883,4.58,100436.10474843413,2146.8402544862292,21.47,140429.2909220429,2865.323666056615,28.65,1936.0,19.36,153431.84776446616,861.4836147019773,8.61,1379.9015152958284,13.8,135083.70667036492,1093.408735954766,10.93,10000.0,9145.982838551376,91.46,854.0171614486244,8.54,1095.9221956311078,2911.4754634142378,5992.602340954654,10.96,29.11,59.93,415637.4201490734,281216.9778654179,85619.39488492075,53.12,35.94,10.94,300.6267275679672,227.08696790047657,256.31311508073287
2,2025-05-15T09:00:00,16151,11724.59026126371,72.44449390406595,2291.3737297048892,13.797195011063998,3055.205773021916,19.2214326933053,9474.282526828089,58.65971156237368,3033821.0161166857,3435.26609018998,21.707724873643787,1103640.0465068468,4686.284980552616,28.489117947846093,483001.9363946094,3507.751125245062,21.819042576090883,3492.062330571178,21.45986948239891,2428950.3188874866,2323.3009999444857,14.344730965079568,1408.5247661466442,8.598417582231283,134482.2454459496,802.7674614190367,4.985833743675712,16008.71170546814,10650.714641098111,65.38304907427657,5544.998681007898,34.615610129272106,459.99108568469495,867.662072882631,1412.5957705397525,16.839181544354286,32.50856533801856,50.26753108194709,1413069.2014037536,266794.3576015914,89730.19486500719,78.65688717345529,14.994640455962802,5.0152969781762415,44.60260596087899,207.31808648455697,559.4988608775045
2,2025-05-16T09:00:00,16151,11579.445626909666,72.4473867958875,2289.781657725599,13.794491661066091,3078.278686313615,19.36818040954163,9431.25743058689,58.48755263898849,2999730.8779960033,3509.064133391895,22.2950121143877,1097417.6181442435,4643.874959080415,28.94216667742996,489477.13934777176,3513.183091545402,21.835440477055307,3474.6546368167897,21.275516861200444,2420597.266262797,2319.646228637131,14.367311675145096,1396.7408072778517,8.60226615576984,135071.38555213172,794.7298935231022,5.015264198218688,16272.390824542925,10673.719259003648,64.96646548017694,5581.597190441499,34.7673181427072,455.45269531820543,862.5182106530684,1366.9525467207343,17.029586940845558,31.88553438257912,51.76979808939629,1423005.8872867231,266129.4146234237,86633.40974490764,80.42536182666633,15.008333158654017,4.961403439839166,44.08154560379617,206.38400318913085,570.9118431036447
2,2025-05-17T09:00:00,16151,11515.667008198632,72.36661557183466,2287.1636401371684,14.229252649596273,3151.937983184716,19.1273791401574,9727.98814111659,59.06264250785772,3081403.0815005116,3475.7859962338407,21.86537705336483,1111607.988955495,4614.733252183642,29.170968507575257,480695.95807144424,3492.4294045389815,21.86537999393376,3436.210818828922,21.371403241389277,2425412.109984954,2297.9231841524224,14.294487983177712,1411.082274116587,8.728312464281322,134200.22982192447,809.0443486203596,4.988682436445696,16010.26338066061,10472.76910594485,66.02516696967726,5590.353399584038,34.11527971354174,448.62268367709464,873.8446040262786,1396.1761890153282,16.701301438023858,31.507147167692892,51.374960456677606,1407127.7351174448,270512.9758810658,88546.55827357534,79.37232912723059,14.888397985261095,4.898242330766587,45.638393216290105,207.0426470964883,559.2877736770622
2,2025-05-18T09:00:00,16151,11849.083960752245,73.14359877783576,2304.0540875116594,14.094247809409929,3077.291822283503,19.15007622535206,9409.040325323753,58.864568143893294,3070611.2699130233,3504.4840418182293,21.8415227014856,1113347.9668918345,4659.87302046833,28.861918396315513,484638.1730876748,3519.8918623867853,21.489190339827346,3517.070041937331,21.50272885680166,2444586.959594029,2290.0317617992987,14.350254441318738,1400.435107103206,8.732580111938814,134934.00476474597,792.5223802684205,4.940663174381731,16305.824331193093,10584.33165612657,64.49091248004383,5686.380094742621,34.81261502844215,464.3221987222845,879.8612616498675,1372.3924060569595,16.52391703226993,32.04055839179998,51.71010776585473,1428819.602797072,265630.7597341394,88342.23007485524,80.43288196465569,15.010212361895285,4.961222068502622,44.70930893856424,205.18189018232144,572.7103012315529
2,2025-05-19T09:00:00,16151,11593.934337137103,72.31480877523461,2245.729290687255,14.018822688934335,3117.477043611814,19.142978833043102,9593.061690840492,59.18698018783919,3033040.547097173,3534.777206026971,21.674684893849427,1093104.5742477004,4690.619321934707,29.512683054104112,474307.8255882472,3536.94121198617,21.60859920579318,3473.0541826768153,21.497283892524347,2433162.154467928,2300.9279739516696,14.436741784957697,1387.7183091404818,8.733669488118984,134964.48710296536,797.9874118255016,4.9646522164990765,16326.246537687586,10660.969710858404,66.48661904002999,5680.111219052074,34.940521283714105,453.6020786976164,871.2390084262446,1384.4585848990614,16.66949626570732,32.42405029272879,50.60140645765149,1459674.263633466,269316.98264160746,90448.54444409884,80.64337116803665,15.223097000923913,5.004546388647375,44.59461904229447,204.21119571236343,560.6638467178273
2,2025-05-20T09:00:00,16151,12041.82047511856,70.57109130676565,2293.8692567440953,14.222305661221402,3053.0446984379423,19.23580000780849,9427.943422472415,58.50054514857871,3031951.334712964,3543.3171140318746,21.850996862707863,1079707.1848669888,4652.058043720748,28.73522511435364,488840.24956482224,3495.8436303426215,21.831785903965184,3426.0073072334835,21.442814247407817,2432784.855353832,2275.4442218849113,14.052686097756762,1409.2568686127147,8.666235771122844,135458.00604380874,809.3229499191519,5.094660882495415,16192.77053678967,10657.545009247344,65.45862904664013,5553.067870335699,34.516873634036735,453.0201435627733,851.84700184989,1381.3478563634112,16.989635308739153,32.227469284095946,51.00149073264611,1394599.671462038,265111.75713700365,88621.35721823189,80.01984964208451,14.97413124593146,5.049970647068629,44.1805879694422,210.10433486062732,562.6366722469642
2,2025-05-21T09:00:00,16151,11671.343338453416,71.44554572662213,2280.9568051849237,14.258996398314697,3093.3867807324073,19.22241516589363,9566.631084025774,59.171043177620426,3055238.8753980095,3575.147305951811,22.167248948310075,1097823.0903117242,4730.864578706662,28.464732618516464,490568.22235738666,3451.243109727832,22.04899109853623,3481.5088960228336,21.43264625344974,2412538.003187497,2348.332631993735,14.105185282182768,1394.184851886706,8.69131419675645,136814.7008723711,800.3644840894228,4.955599736965708,16327.079784179685,10596.696752460257,66.04292064924304,5577.7111971428985,34.82826824677705,456.09777737574734,874.1870403266716,1404.203701030446,16.988728233120252,31.973613254847702,50.70475921691862,1421594.770972532,262457.4180436058,89583.17489485412,81.75370126016517,14.967992979649884,5.050899606122052,44.98845114200354,209.37936991650784,572.2872632905146
2,2025-05-22T09:00:00,16151,11757.04851107151,71.37268570858008,2278.296128547057,14.032148219722975,3103.2509819036927,19.078023860954563,9430.656277514518,59.01858271217237,3096266.7485585054,3590.440642807162,21.761132623542377,1115695.9595858166,4652.2259254929495,28.73868897067783,474045.1596024496,3505.844657085051,21.971726960888347,3499.9994348746236,21.52106054770798,2408258.3289328613,2291.6024731485854,14.601912423569004,1399.265404745344,8.766076383834239,136667.08318407592,807.7893247471758,5.03048771215551,16336.24882670798,10452.16895600174,65.83849013159958,5598.331973126565,34.93186515669693,453.54943733735325,861.1690334658402,1372.2274637731216,16.949644819564785,32.18664652341473,51.001585656122195,1418141.73834854,265622.9237142494,88023.06893697326,79.68501966379729,14.944838415152216,4.965760871754584,44.823613070734616,209.6355877576304,567.5627948589529
2,2025-05-23T09:00:00,16151,11352.97915291024,72.37431175358573,2287.1310325733825,13.979070274782565,3083.381323743972,19.45683941545972,9569.110253200131,58.23683791733468,3079844.106812992,3590.830684415733,21.952387898578703,1133257.8920704692,4677.873888147641,28.77503720039046,482534.1374367512,3516.117295075674,22.144456799427967,3504.41915954389,21.2936376206153,2430555.9178765425,2304.940905685134,14.166753492493235,1392.0272846303983,8.84965987335365,132825.09016891062,812.3525215733629,5.008848854460275,16173.498670040512,10483.875660073872,65.78254672414171,5649.729831343559,35.38622776538205,453.9189453349795,872.6421722716203,1396.3334472263004,16.548595935529725,32.01784506619364,50.98884141077062,1411616.0409208557,267368.998761139,88197.29119119521,80.54695525823668,14.999555509637837,4.975618063860184,45.33238532858951,206.22312991570044,569.7757690910476
2,2025-05-24T09:00:00,16151,11544.548400350466,71.42461473675206,2284.061946291167,14.141880635231962,3082.795127229115,19.41301243983661,9600.886269262912,59.58974784829368,3051851.9558005203,3568.8095422013967,21.682771191842708,1102765.6117902528,4647.049478190817,28.756663122035263,490735.1472459512,3559.797606755623,21.66911128257013,3501.991522762166,20.96937308576188,2444396.0731856916,2340.7017055511283,14.333473722807216,1420.1125859660883,8.831051062632703,134075.9563051538,805.4299761687507,4.980763107990537,16679.50557369969,10465.66419061851,64.79390017045662,5587.8031275473995,34.13605878103618,452.1568865243189,871.5001169803862,1417.1497690979932,16.96088978309973,31.833841007124036,51.81717939262743,1402008.5469354976,266245.8509715902,88919.42357006227,79.5165409315874,15.112687108682945,4.940789020044342,45.21858116935903,211.4995541487054,554.5411549146717
2,2025-05-25T09:00:00,16151,11752.010868209483,72.17084857148426,2256.4440806313883,13.990356330804754,3123.358037201509,19.367863477421743,9493.599194771528,59.23504052494236,3036574.9453544226,3477.1041170044136,21.56000521842513,1093716.127189366,4691.094979229888,29.34188744661579,485870.81741072313,3494.6042903840266,22.07115401574968,3440.3433437220074,21.237937929468163,2443439.9275082997,2316.8677221229264,14.227033806622805,1399.0287278734745,8.659564533824769,134413.79877241448,805.3668103831806,5.002785952442703,16359.945896046594,10758.345987931436,66.41152416366802,5525.432980461915,34.75140847658517,458.73734293409143,867.0473083945284,1394.9224414907726,16.414735980472756,31.30221539019147,51.24974233731891,1418779.2460899686,269573.38286329765,88359.48336651671,81.01752995165576,14.962070303364856,4.915870629065065,45.52874348702988,211.2543950301896,571.7397597142976
2,2025-05-26T09:00:00,16151,11976.198575164148,72.37063926776747,2248.7022241599225,13.967960801123365,3093.453383893656,19.287896093925752,9377.898015115798,58.95994054594332,2998493.5395755977,3503.568472526703,21.700970050060576,1099763.318086648,4618.773217672118,29.141127520203597,481590.1549623852,3520.2588308745594,21.315565007222627,3442.9323515757337,21.259907543874103,2432692.863561763,2289.3081514325754,14.208182647840284,1439.2677751637243,8.866940922758255,133846.65496686145,797.4081102978308,4.950314129993155,16292.777176848618,10468.417433841243,65.2761145091209,5527.382585654911,34.81677076007672,453.8579192906757,871.2984416372951,1387.3747079968516,16.99244287309095,31.80952783434271,50.826722813640934,1413002.1111243858,269670.6885210415,89232.78942689204,80.93497861197116,15.152714508052046,5.082830613336821,44.164437757248315,208.56829892124776,569.9983230137503
2,2025-05-27T09:00:00,16151,11554.667269400396,72.11467337963228,2231.2792044708876,13.865223115471409,3079.051322829256,19.197798871206317,9399.56153341469,58.95078667946373,2986519.862872734,3573.8908358826734,22.26269581747841,1080094.0999697028,4588.8328609078535,28.53168541244888,478986.82404147903,3492.4155589719103,21.51027430628593,3423.163245517419,21.172521082241506,2452409.5728531685,2306.921072779749,14.558704231112667,1394.3529031991716,8.665003377314706,134161.3109594254,809.2374266591554,5.014716743345229,16178.447682497686,10523.032778924578,65.641353757423,5518.6675354485415,34.873011732467035,457.4612945940554,887.2892319294914,1389.9894568128298,16.493518137319267,32.55417136822219,50.17039489659403,1404753.4207556958,264959.22881364863,87207.72347825322,81.17966661871186,14.976274884352984,5.010941282730684,44.872207852466595,209.18484062674543,570.0918666169758
2,2025-05-28T09:00:00,16151,11705.015201665514,71.9348214208978,2273.7403496451543,14.003269693052198,3094.095439436974,19.074898969035175,9459.705350946568,58.47100538401564,3044508.209069941,3497.96015203544,22.263176273966693,1116906.7301196672,4636.390451519375,28.61120690887481,483346.89073045726,3537.685898130674,21.481444594293865,3415.6537639296553,21.222026068268303,2448357.512943709,2304.5029359571404,14.24707394258435,1399.330128920946,8.77061229648873,135208.98806764444,802.5486752070096,4.98907882259673,16504.077925909096,10639.68314420078,64.53467675256064,5643.863806868153,34.48349309767106,454.75151798827955,866.4391626441895,1379.6065414539537,16.762945010651762,31.989995154607545,52.04364009730142,1446598.9018746463,269365.2748819027,90462.38501262711,80.21166998414566,15.064199959340415,4.997783751399555,44.542671981530766,203.15650221519147,563.4027625813665
2,2025-05-29T09:00:00,16151,11520.35224890557,72.00244912368878,2271.972941024668,13.986613227620026,3124.1663814053777,18.925594951551748,9380.191198578708,58.826201021269654,3014810.8374198726,3519.8140212295,21.85187680041829,1095693.9384286804,4655.602557934327,28.943700834322325,485626.83151087706,3570.1998977832095,21.80206646967205,3492.0082854371867,21.61641536425429,2388292.7439405443,2318.250655871642,14.131202304462152,1409.5730511018708,8.871033035408715,132662.70480932386,804.6184115024452,4.956381660577107,16008.38730842878,10594.4124821156,65.70381216187195,5592.579151088312,35.02872411512006,458.46708733336726,864.9816839021204,1393.8651163324375,16.5095415018333,32.16169305249322,51.419405375395,1433240.9053004007,271130.472354971,87598.69692822246,79.02911659666255,14.91129654062449,4.949701862953916,44.574335113163166,205.583558141142,572.2413667621116
2,2025-05-30T09:00:00,16151,11575.23488640314,71.27333107039942,2316.635712534175,14.131597531054386,3163.145385590138,19.13438259587439,9409.708150633483,59.10197010658371,3084010.8540555774,3559.0065779311417,21.820911083433163,1132437.527668872,4717.4212519215525,28.837031254454352,483230.55651385256,3441.6764950527768,21.753250059371656,3465.3133719129755,21.392010429474464,2389938.8728938373,2291.5783372792844,14.215540922926468,1415.6745016219768,8.78513114472443,134394.6138077698,808.1027500409053,4.962997940518844,15782.420369623842,10489.397317558714,64.2205984047307,5499.302858138007,34.48224399590854,455.1463372003896,876.7716729370687,1393.340764996548,16.65173542544888,32.351974736292135,50.51096834404002,1431082.7514988033,266631.6400889299,90513.34251507888,79.07078444206284,14.974742438366183,4.981121892448388,44.67442708281633,212.15409309033572,563.6998160166861
2,2025-05-31T09:00:00,16151,11529.306764174453,72.00765950387729,2237.1333961129817,14.254590197760509,3123.097373698271,19.169076886485485,9542.506391148088,58.1573038069815,3021058.335941013,3508.491883648762,21.833104166789397,1103822.9879170875,4564.789814834573,29.01784091131358,479795.91396483465,3550.5876101669755,21.841597811042515,3424.178757123859,21.484101207145702,2450552.9053086177,2288.7136901347635,14.221884468120122,1399.84777950288,8.650647044935152,134145.98516558934,798.6728838063106,4.932505669302533,16181.066456668765,10448.800282898506,64.62171676814805,5593.933448027132,34.74206997577925,453.37357905628534,872.0537411024256,1386.9726881746592,16.7186233264162,31.683179579916946,51.45265037850825,1420119.8018980687,260169.67769161728,88984.10162565291,80.33529678332096,15.073263735339534,5.03964431085115,43.8844420398482,207.26578855319903,571.7393946737582
2,2025-06-01T09:00:00,16151,11493.406323900732,73.12214429703802,2298.696456080164,13.983652293464765,3047.5505451127683,18.95483286159932,9433.661692096955,58.848417042090304,3030300.0859838105,3517.4435392397577,21.96436786278253,1085649.739373369,4702.43937959615,29.257221138278208,482214.8513358655,3516.561114410573,21.79634998710633,3510.0065149195316,21.62535300597341,2432568.897872266,2328.238731153935,14.411028639474342,1407.006291473765,8.806912703788994,134210.34524004604,813.3329667475034,4.974529134131115,16444.587568988656,10500.071868526496,66.2562157492706,5542.222368647255,34.58003296979536,454.3799942182891,875.1352212572659,1374.514990641964,16.84294263521013,32.4588541886192,50.851490216721146,1414590.4497834127,267744.8767097417,87940.22800841216,80.80936781506828,15.048278772219136,4.957281634191962,44.51524606001892,207.46012301491683,566.7989736533417
2,2025-06-02T09:00:00,16151,11637.153296510714,71.6154564449749,2287.5562649520057,14.091830995649538,3122.958358908906,19.24261748478902,9513.477928278951,58.22137481039672,3032369.6148345293,3530.6393163567777,21.961284126502683,1110614.7150016543,4578.544491647928,28.473479090337342,489232.49049928447,3593.0263421653385,21.147426068064917,3455.8017820684418,21.53332733105026,2418942.754878388,2281.495997274178,14.167216765233924,1374.9019136240115,8.728405211555883,132320.62088898747,801.7187879441168,4.946880899349388,16133.847382186636,10721.443711680764,65.40667834201952,5425.996005737497,34.76031519859419,458.9613574496603,858.750361677078,1390.1224421499703,16.92932281933657,32.20908602042114,50.608306992254185,1460795.1483897497,267573.77977959235,88982.08138065592,80.427992386127,15.12190102194723,4.918139180902646,44.71568204288221,208.43041530444873,576.0677415807911
2,2025-06-03T09:00:00,16151,11555.032374892244,71.48359565524213,2282.012637571624,14.153457609422334,3130.493633742024,19.25749196070313,9571.492616049083,59.3674182491949,3019411.986860643,3517.5771345231888,21.819569990309834,1090428.4337784825,4598.687570606774,28.74894676890427,484564.4564663961,3532.9976080321103,21.657066385106496,3445.7082594780454,21.524093096551603,2396051.9119050475,2323.965271383643,14.286846815150014,1399.6787614640675,8.727998763422576,134316.71852963266,800.1537127757227,4.978734622251975,15981.703390742228,10629.680234350752,65.9690568961489,5529.560755218218,34.33554984668565,449.2610798935412,880.2819220820322,1395.6546961829565,16.784531256872917,31.99126570646052,51.94670205349011,1419051.4922615928,267618.3307645766,88139.80169841164,80.642406499377,14.989171874346884,5.022867146096168,43.69186721090243,208.05561932651736,565.7705499708707
2,2025-06-04T09:00:00,16151,11519.52759799659,73.45182063996639,2281.5033579066244,14.109282644057831,3125.638951615979,19.136465484510836,9551.93654451816,59.75668786208075,3065335.6321463,3613.781269500809,21.82001600056575,1096840.2766744725,4632.002869322155,28.61429920140167,478410.5032512008,3540.678477165458,21.72998400856628,3531.4907294574996,21.60897520757936,2479009.097462437,2330.0098551399674,14.161739319331854,1408.3594383515683,8.531465584557393,135058.8686709259,813.3638779854533,4.985687206764511,16180.935707918192,10505.87143134085,65.82459149738317,5598.453058301795,34.504287152356746,450.2300702348943,859.2978823576585,1394.4623919628052,16.82137523723554,31.73615482388178,50.5584205656864,1425429.9349460688,268901.62758741685,88757.12296996788,79.95331978198823,15.059488959802136,5.004779682849048,44.688277219829715,205.7919750062684,573.0212356249904
2,2025-06-05T09:00:00,16151,11560.928520216845,72.70114476598428,2255.7780690864192,14.15945801395302,3084.6020493054903,19.060745985446808,9603.48709858513,59.41895245689957,3072913.4195218384,3584.165336889944,21.83675586339604,1098731.7866320885,4662.507679245342,28.74624377881399,488665.4206250133,3470.589879079227,21.544960509456764,3456.29894477798,21.672926573357305,2442192.4329706645,2315.6096556813195,14.44465276294849,1393.31345536577,8.79335287410862,133437.05051146948,797.119890703896,4.964044962761378,16299.91313229559,10574.621852048786,64.82962064796646,5668.367079719437,33.914369227228875,458.1447128180709,862.3570540024032,1387.4038159962788,16.835571804814542,31.99018560836176,51.91919889297401,1411465.7007363096,266724.1520663889,90329.91911532512,80.22279987309149,14.910731026725689,5.095671443322981,45.374683619624435,203.34275246718616,565.8857129757097
2,2025-06-06T09:00:00,16151,11545.66729144117,73.23383119481089,2260.808164444146,13.970595408435154,3075.5055009834605,19.01286569944716,9656.419654348074,59.205545153463866,3090471.416666105,3465.449372142235,22.15774563028955,1096459.4622978184,4590.343018292669,28.62571311360068,480866.1919687117,3586.991644027198,22.20024328254944,3522.3680814262525,21.10928365902797,2440403.2601063647,2338.366475612897,14.310381867718023,1413.0312880605484,8.679013068998414,135707.9731437599,804.5411108987926,4.956790155111617,16309.53054377423,10567.202781271852,65.34989098563187,5542.302379193797,34.56264624169664,454.4787706662116,876.6498678859873,1403.7804713902117,16.83971285061772,31.2465477957372,50.44265092090202,1404614.9664411228,263879.07906949986,87171.86109265653,79.0565908279386,14.883937418547456,4.9186211234336525,44.953327352657595,207.80138891661304,566.7290721802956
2,2025-06-07T09:00:00,16151,11604.32675631334,71.64267594864741,2279.113980488518,14.011447948547405,3122.030377998133,19.25673949504592,9524.65758049494,60.34372825285503,3026393.1090474045,3490.62796999327,21.669097592956607,1093351.568421729,4698.3855304562185,29.06063879149301,485332.184962245,3490.218210723215,21.762545392012225,3493.3317511968785,21.39224693574712,2467218.3963595415,2336.6011870000507,14.262506636983742,1413.66861714213,8.688372098756448,135436.99309338175,794.9104178489872,4.967040541630314,16150.198606473568,10434.797954183285,65.36153128655073,5550.049020801435,34.93511580515722,450.7705973139812,881.9665543146691,1390.487993750399,16.759194349868075,31.715704023922463,51.32138100207011,1422928.155193099,268309.8589718243,88132.04531489774,79.80307419043264,15.15870532012642,5.015258800792177,44.52795701528675,206.44040648072368,562.9067532587051
2,2025-06-08T09:00:00,16151,11606.452875633224,72.56296468139135,2272.6864931440296,14.220187237744357,3089.475831902975,19.05170948919963,9433.6210006462,58.82695109590311,2959272.341942316,3520.56302451351,22.03078473434357,1102204.112953409,4671.791006399694,28.465099711554455,479077.3127152278,3535.4270012323527,21.42518625111718,3442.6605077213044,21.52826643801672,2394118.363429382,2313.4308709360375,14.173958775209442,1390.9602841391768,8.769860185770677,134830.64283051054,797.9739420631516,4.91825601307441,16326.8995347794,10309.017847321737,65.50399766328051,5529.353620717688,34.53819184738434,457.3329571964497,864.924047513554,1391.5130050051944,16.822763156605642,32.2684316351907,51.089108555363424,1394962.4046582184,263840.450405148,88580.62532278994,80.05590397404023,15.070342586301695,5.0140737850957375,45.32101990392995,205.22399988298713,571.9907080379728
